transaction_id,user_id,age,monthly_income,risk_profile,transaction_date,transaction_hour,category,merchant,amount,payment_method,device,is_salary_day_near,is_late_night,ad_clicked,discount_used,cashback_used,mood_score,financial_stress_level,impulse_purchase
6044,151,41,75000,Balanced,2025-12-18,14,Utilities,Flipkart,2574.81,UPI,Mobile,0,0,1,0,0,5,0,0
6045,307,26,35000,Balanced,2025-04-15,17,Food Delivery,Zomato,392.5,Credit Card,Mobile,0,0,0,1,0,9,0,0
6046,319,42,35000,Balanced,2025-02-10,2,Rent,Flipkart,22028.19,UPI,Mobile,0,1,1,0,0,10,10,1
6047,181,28,75000,Conservative,2025-08-20,19,Travel,Groww,9012.67,UPI,Mobile,0,0,0,0,1,10,2,0
6048,481,37,35000,Conservative,2025-04-05,5,EMI,Groww,10899.98,UPI,Mobile,1,0,1,0,0,6,6,0
6049,121,26,50000,Conservative,2025-02-16,12,Rent,Groww,17269.99,UPI,Tablet,0,0,0,0,0,7,6,0
6050,115,24,15000,Conservative,2025-10-06,6,EMI,Groww,4595.66,UPI,Mobile,0,0,1,0,1,1,8,1
6051,371,39,35000,Balanced,2025-04-20,16,Utilities,Myntra,849.56,UPI,Mobile,0,0,0,1,0,9,0,0
6052,235,18,15000,Balanced,2025-01-18,15,Investment,Myntra,4514.02,Credit Card,Desktop,0,0,1,0,0,7,8,1
6053,245,43,35000,Conservative,2025-02-17,12,Education,Flipkart,3847.56,Cash,Mobile,0,0,0,0,0,8,2,0
6054,427,41,50000,Conservative,2025-10-12,7,Fashion,Myntra,3590.12,UPI,Mobile,0,0,0,0,0,2,1,0
6055,353,40,50000,Balanced,2025-05-13,2,Rent,Uber,12837.37,Debit Card,Mobile,0,1,0,0,0,6,5,0
6056,91,33,25000,Conservative,2025-02-03,21,Investment,Netflix,6206.91,UPI,Mobile,1,0,0,1,0,7,4,0
6057,220,34,25000,Balanced,2025-02-25,19,Investment,Netflix,8214.46,UPI,Mobile,0,0,1,0,0,6,6,0
6058,315,37,35000,Aggressive,2025-05-10,19,Entertainment,Myntra,926.04,UPI,Mobile,0,0,1,0,0,8,0,0
6059,171,42,35000,Conservative,2025-04-25,4,Fashion,Amazon,1344.22,Debit Card,Mobile,0,0,1,0,0,10,0,0
6060,114,38,25000,Aggressive,2025-12-25,4,Rent,BigBasket,16707.22,Credit Card,Mobile,0,0,0,0,0,4,10,1
6061,269,40,35000,Conservative,2025-04-10,6,Fashion,Swiggy,1302.79,Debit Card,Mobile,0,0,0,0,0,3,0,0
6062,145,36,25000,Conservative,2025-08-30,10,Investment,Myntra,9001.85,BNPL,Mobile,0,0,1,1,0,6,10,1
6063,309,18,15000,Aggressive,2025-09-16,1,Utilities,Flipkart,2108.43,Debit Card,Desktop,0,1,0,0,0,1,2,0
6064,47,42,25000,Conservative,2025-10-22,16,Groceries,Netflix,441.76,UPI,Mobile,0,0,0,1,0,3,0,0
6065,46,28,25000,Conservative,2025-06-15,11,Rent,PhonePe,9836.47,Credit Card,Mobile,0,0,0,1,1,10,9,1
6066,365,30,50000,Balanced,2025-10-29,9,Rent,PhonePe,5561.18,UPI,Mobile,0,0,0,0,0,1,2,0
6067,448,29,15000,Conservative,2025-04-29,15,Education,Myntra,2157.0,UPI,Mobile,0,0,0,1,0,9,2,0
6068,186,27,100000,Aggressive,2025-01-17,3,Food Delivery,Paytm,443.72,UPI,Mobile,0,0,0,1,1,6,0,0
6069,79,25,35000,Conservative,2025-03-02,0,Investment,Netflix,6016.61,BNPL,Mobile,1,1,0,0,0,6,8,1
6070,203,20,35000,Balanced,2025-04-17,21,Food Delivery,Netflix,666.67,Credit Card,Mobile,0,0,1,0,0,5,2,1
6071,47,42,25000,Conservative,2025-08-07,20,Fashion,Groww,2015.84,BNPL,Mobile,0,0,1,0,0,8,6,1
6072,378,28,35000,Balanced,2025-03-25,10,Entertainment,Groww,957.29,Credit Card,Mobile,0,0,0,1,0,1,2,1
6073,400,39,25000,Balanced,2025-12-18,9,Investment,Groww,8011.95,Debit Card,Mobile,0,0,0,1,0,5,6,0
6074,194,35,35000,Balanced,2025-01-13,14,Education,Uber,2801.32,UPI,Mobile,0,0,0,0,1,6,1,0
6075,483,38,25000,Balanced,2025-11-21,23,Utilities,Croma,2431.35,Debit Card,Mobile,0,1,0,0,0,4,1,0
6076,453,19,25000,Balanced,2025-08-30,9,Rent,Myntra,10265.41,Cash,Mobile,0,0,1,0,0,5,8,0
6077,170,39,50000,Aggressive,2025-10-23,18,Entertainment,Netflix,221.96,BNPL,Mobile,0,0,1,0,0,5,5,1
6078,256,41,75000,Conservative,2025-10-07,13,Travel,Paytm,8134.1,BNPL,Mobile,0,0,0,1,1,7,5,0
6079,174,20,25000,Balanced,2025-03-13,15,Entertainment,Myntra,1105.5,Credit Card,Desktop,0,0,0,0,0,1,2,1
6080,354,36,35000,Balanced,2025-03-05,19,Investment,Swiggy,2186.52,UPI,Mobile,1,0,1,1,1,9,1,0
6081,415,23,100000,Aggressive,2025-09-15,3,Investment,Myntra,4007.56,UPI,Mobile,0,0,1,1,1,6,0,0
6082,314,38,35000,Conservative,2025-02-06,10,Investment,Flipkart,4524.75,Credit Card,Desktop,0,0,1,0,0,5,2,0
6083,427,41,50000,Conservative,2025-09-14,14,Travel,Paytm,8444.12,Credit Card,Mobile,0,0,0,0,1,3,5,1
6084,386,33,50000,Conservative,2025-08-15,14,Investment,Netflix,3142.98,Cash,Desktop,0,0,0,1,0,6,1,0
6085,267,21,25000,Balanced,2025-04-27,20,Rent,Groww,10087.29,Credit Card,Mobile,0,0,1,0,0,4,10,1
6086,426,20,50000,Conservative,2025-12-28,7,Education,Amazon,2170.72,UPI,Mobile,0,0,0,1,0,1,0,0
6087,445,40,15000,Aggressive,2025-03-30,8,Rent,Amazon,8506.42,Credit Card,Mobile,0,0,1,0,0,4,10,1
6088,70,42,15000,Aggressive,2025-11-26,17,Education,Groww,4696.87,Credit Card,Mobile,0,0,0,0,0,4,8,1
6089,177,42,25000,Conservative,2025-03-19,2,Investment,Netflix,3777.01,UPI,Mobile,0,1,0,0,1,5,3,0
6090,245,43,35000,Conservative,2025-01-15,17,Fashion,BigBasket,1783.69,Credit Card,Mobile,0,0,0,1,0,6,1,0
6091,278,20,25000,Aggressive,2025-08-05,18,Travel,Uber,6567.49,Debit Card,Mobile,1,0,0,0,0,8,5,0
6092,423,34,35000,Balanced,2025-05-19,1,Rent,Zomato,11304.27,Credit Card,Desktop,0,1,0,0,0,3,8,1
6093,153,42,25000,Conservative,2025-04-08,9,Fashion,Uber,3273.4,Debit Card,Mobile,0,0,0,0,0,2,2,0
6094,69,35,50000,Balanced,2025-06-14,11,Fashion,Paytm,3020.95,UPI,Mobile,0,0,0,0,0,5,1,0
6095,108,31,75000,Conservative,2025-01-24,4,Fashion,Flipkart,3399.14,UPI,Desktop,0,0,1,0,0,5,0,0
6096,480,31,35000,Balanced,2025-09-14,12,EMI,BigBasket,3196.84,Credit Card,Mobile,0,0,1,1,0,8,1,0
6097,99,43,75000,Conservative,2025-10-30,10,Electronics,Amazon,12337.47,Debit Card,Mobile,0,0,1,0,1,3,5,1
6098,472,23,25000,Conservative,2025-06-18,17,Health,Myntra,1701.07,Credit Card,Mobile,0,0,0,0,0,8,1,0
6099,204,22,50000,Conservative,2025-01-14,14,Entertainment,Netflix,776.8,UPI,Mobile,0,0,0,0,0,1,0,0
6100,486,31,100000,Balanced,2025-10-15,13,Utilities,PhonePe,1565.82,UPI,Mobile,0,0,1,0,0,5,0,0
6101,340,31,35000,Aggressive,2025-05-03,17,Groceries,Flipkart,1144.04,UPI,Tablet,1,0,0,1,1,9,0,0
6102,425,35,35000,Aggressive,2025-06-24,17,Entertainment,Netflix,914.51,UPI,Mobile,0,0,0,1,1,2,2,1
6103,405,34,35000,Balanced,2025-04-20,23,EMI,Swiggy,7196.67,BNPL,Tablet,0,1,0,1,0,5,9,1
6104,47,42,25000,Conservative,2025-10-07,19,Utilities,Groww,2368.7,UPI,Mobile,0,0,0,0,0,10,1,0
6105,339,25,15000,Conservative,2025-01-17,17,EMI,Flipkart,9580.89,Credit Card,Mobile,0,0,1,1,1,6,10,1
6106,382,44,100000,Balanced,2025-02-23,4,Rent,PhonePe,9807.72,BNPL,Desktop,0,0,0,1,0,4,4,0
6107,120,22,25000,Conservative,2025-12-10,12,Entertainment,Groww,855.65,Credit Card,Desktop,0,0,0,0,0,10,0,0
6108,236,37,25000,Conservative,2025-06-25,10,Education,Amazon,1631.39,UPI,Mobile,0,0,0,0,0,5,1,0
6109,196,35,35000,Conservative,2025-03-17,5,Fashion,Myntra,2064.33,Credit Card,Mobile,0,0,0,0,1,9,1,0
6110,268,23,25000,Conservative,2025-03-07,2,Fashion,Groww,2708.38,UPI,Mobile,0,1,1,0,1,2,4,1
6111,48,42,35000,Conservative,2025-04-18,0,Education,Myntra,3457.09,BNPL,Mobile,0,1,0,0,1,1,6,1
6112,485,38,15000,Conservative,2025-10-12,22,Investment,Myntra,4714.96,UPI,Mobile,0,1,0,1,0,9,6,0
6113,420,28,25000,Conservative,2025-03-25,19,EMI,Swiggy,6592.72,Debit Card,Mobile,0,0,0,0,0,2,5,0
6114,229,38,35000,Balanced,2025-04-10,22,Health,Paytm,2323.81,Debit Card,Tablet,0,1,1,0,0,1,3,1
6115,324,25,35000,Balanced,2025-12-01,20,EMI,Netflix,2183.31,Credit Card,Mobile,1,0,0,1,0,5,1,0
6116,110,39,25000,Conservative,2025-03-24,1,Groceries,Croma,1436.95,BNPL,Mobile,0,1,0,1,0,10,4,0
6117,126,29,35000,Conservative,2025-04-11,3,Utilities,PhonePe,813.1,BNPL,Mobile,0,0,1,0,0,9,3,0
6118,369,28,25000,Conservative,2025-04-28,9,Electronics,PhonePe,11653.42,Debit Card,Mobile,0,0,1,0,0,3,10,1
6119,13,38,35000,Conservative,2025-09-03,14,EMI,Paytm,5774.6,Cash,Mobile,1,0,0,1,0,3,3,0
6120,188,43,25000,Balanced,2025-11-03,12,Food Delivery,Flipkart,567.31,Debit Card,Mobile,1,0,1,1,0,1,2,1
6121,73,34,25000,Conservative,2025-10-14,3,Investment,BigBasket,7683.15,UPI,Mobile,0,0,1,0,0,10,6,0
6122,203,20,35000,Balanced,2025-04-17,0,Utilities,Myntra,1403.29,Debit Card,Desktop,0,1,0,0,1,3,0,0
6123,24,32,50000,Conservative,2025-01-14,6,EMI,Myntra,10864.5,Debit Card,Desktop,0,0,1,0,0,10,4,0
6124,193,30,75000,Aggressive,2025-12-10,17,Groceries,Croma,1619.04,UPI,Mobile,0,0,0,0,0,7,0,0
6125,381,29,25000,Conservative,2025-05-03,17,Utilities,Netflix,1542.85,BNPL,Mobile,1,0,0,1,0,7,4,0
6126,315,37,35000,Aggressive,2025-11-19,20,Food Delivery,Myntra,345.58,Credit Card,Mobile,0,0,0,1,0,3,2,1
6127,97,40,25000,Balanced,2025-03-21,1,Food Delivery,Uber,533.77,Credit Card,Desktop,0,1,1,0,0,5,2,1
6128,290,42,25000,Conservative,2025-12-22,18,Electronics,Swiggy,7685.87,Credit Card,Mobile,0,0,1,0,0,10,8,1
6129,9,27,15000,Aggressive,2025-09-13,12,Travel,Zomato,8809.25,BNPL,Mobile,0,0,0,1,0,4,10,1
6130,324,25,35000,Balanced,2025-01-11,13,Groceries,PhonePe,722.76,Credit Card,Tablet,0,0,0,1,1,9,0,0
6131,166,23,15000,Balanced,2025-10-12,5,Entertainment,Croma,503.72,Debit Card,Desktop,0,0,0,1,1,5,0,0
6132,432,22,50000,Conservative,2025-02-19,3,Health,Paytm,1079.14,BNPL,Mobile,0,0,0,1,1,1,5,1
6133,122,43,25000,Conservative,2025-04-12,14,Health,Croma,2436.43,BNPL,Mobile,0,0,1,1,0,1,6,1
6134,353,40,50000,Balanced,2025-09-29,12,Education,Myntra,4358.41,Debit Card,Desktop,0,0,0,0,0,3,1,0
6135,73,34,25000,Conservative,2025-05-06,20,Health,BigBasket,2232.64,Debit Card,Mobile,0,0,1,1,0,3,1,0
6136,43,39,75000,Balanced,2025-02-26,20,Entertainment,Groww,1081.01,UPI,Mobile,0,0,0,1,1,7,0,0
6137,458,44,75000,Aggressive,2025-11-07,17,Fashion,Flipkart,1120.1,UPI,Mobile,0,0,1,0,0,3,2,1
6138,149,41,50000,Aggressive,2025-01-10,19,EMI,Flipkart,5371.41,Credit Card,Tablet,0,0,1,0,0,8,2,0
6139,344,40,50000,Conservative,2025-11-29,16,Entertainment,BigBasket,742.68,UPI,Mobile,0,0,1,1,0,2,2,1
6140,362,39,15000,Aggressive,2025-04-11,5,Utilities,Amazon,2296.27,UPI,Mobile,0,0,0,0,0,5,3,0
6141,359,38,50000,Balanced,2025-05-20,10,EMI,Swiggy,10030.59,Credit Card,Mobile,0,0,0,1,0,7,4,0
6142,258,41,15000,Conservative,2025-06-12,13,Health,Uber,3087.43,Credit Card,Mobile,0,0,0,1,0,9,4,0
6143,191,39,15000,Conservative,2025-01-06,7,EMI,Netflix,3230.84,Credit Card,Mobile,0,0,0,0,1,7,4,0
6144,25,30,15000,Aggressive,2025-07-19,8,Utilities,Netflix,1901.08,UPI,Mobile,0,0,0,1,0,2,2,0
6145,269,40,35000,Conservative,2025-04-01,0,Education,BigBasket,2642.04,Debit Card,Mobile,1,1,0,0,0,2,1,0
6146,133,19,25000,Conservative,2025-09-18,11,Rent,Zomato,15108.53,Debit Card,Mobile,0,0,0,0,0,3,10,0
6147,327,34,15000,Balanced,2025-12-20,9,Electronics,BigBasket,14515.06,Credit Card,Mobile,0,0,1,0,0,10,10,1
6148,317,44,35000,Conservative,2025-05-22,12,Rent,Paytm,12894.92,UPI,Mobile,0,0,1,0,1,8,7,0
6149,368,21,50000,Conservative,2025-01-27,11,Utilities,Uber,1779.12,UPI,Mobile,0,0,1,0,0,6,0,0
6150,396,41,25000,Conservative,2025-08-24,7,Travel,Groww,9652.57,Credit Card,Desktop,0,0,1,0,0,4,9,1
6151,392,36,75000,Aggressive,2025-03-05,19,Food Delivery,BigBasket,100.0,UPI,Mobile,1,0,0,1,0,10,0,0
6152,13,38,35000,Conservative,2025-05-05,10,Health,Groww,1911.88,UPI,Mobile,1,0,0,1,0,5,1,0
6153,422,22,15000,Aggressive,2025-10-12,8,Fashion,Zomato,2984.81,UPI,Mobile,0,0,0,0,0,6,3,0
6154,201,18,15000,Conservative,2025-01-26,15,Fashion,Zomato,3731.67,Credit Card,Desktop,0,0,0,1,0,5,6,1
6155,198,32,25000,Balanced,2025-11-01,23,Travel,Swiggy,6892.87,Credit Card,Mobile,1,1,0,0,0,8,7,1
6156,477,37,15000,Balanced,2025-05-28,22,Health,Flipkart,1032.89,UPI,Desktop,0,1,0,0,0,10,1,0
6157,282,36,35000,Balanced,2025-03-05,8,Education,Flipkart,1316.99,Credit Card,Desktop,1,0,0,0,0,3,0,0
6158,120,22,25000,Conservative,2025-04-26,16,Travel,Myntra,5813.23,Cash,Mobile,0,0,1,0,0,4,6,1
6159,456,34,50000,Balanced,2025-12-30,19,Food Delivery,Swiggy,331.66,Credit Card,Mobile,0,0,0,0,0,5,0,0
6160,234,33,15000,Conservative,2025-06-10,14,Fashion,Netflix,4565.04,UPI,Desktop,0,0,0,0,0,4,8,1
6161,432,22,50000,Conservative,2025-06-17,5,Fashion,Swiggy,2723.29,Debit Card,Mobile,0,0,0,0,0,3,1,0
6162,211,44,35000,Conservative,2025-09-17,22,Entertainment,Paytm,1310.62,Cash,Mobile,0,1,1,1,0,4,2,1
6163,45,29,25000,Aggressive,2025-06-01,21,Fashion,Swiggy,3370.75,BNPL,Mobile,1,0,1,0,0,6,7,1
6164,452,36,50000,Balanced,2025-11-06,7,Travel,Amazon,10515.1,BNPL,Desktop,0,0,0,0,1,8,7,0
6165,487,28,50000,Aggressive,2025-06-06,2,Electronics,Zomato,10468.48,UPI,Mobile,0,1,0,0,0,1,6,1
6166,378,28,35000,Balanced,2025-02-06,5,Groceries,Paytm,1039.6,UPI,Mobile,0,0,0,0,0,3,0,0
6167,172,36,50000,Balanced,2025-11-11,23,Education,Netflix,3585.03,Debit Card,Mobile,0,1,0,0,0,7,1,0
6168,225,25,50000,Balanced,2025-12-04,5,Health,Uber,1605.53,UPI,Mobile,1,0,0,0,0,6,0,0
6169,175,43,50000,Balanced,2025-08-31,10,EMI,Flipkart,5759.9,Debit Card,Tablet,0,0,0,1,0,9,2,0
6170,375,44,35000,Conservative,2025-04-24,2,Utilities,Myntra,854.61,Credit Card,Desktop,0,1,0,0,0,10,0,0
6171,258,41,15000,Conservative,2025-08-17,14,Utilities,Zomato,754.7,Debit Card,Mobile,0,0,0,0,1,9,1,0
6172,237,39,25000,Balanced,2025-02-11,11,Investment,Uber,5388.76,BNPL,Desktop,0,0,0,1,0,9,7,0
6173,431,27,50000,Balanced,2025-09-16,21,Entertainment,Croma,684.13,UPI,Desktop,0,0,1,0,1,9,0,0
6174,174,20,25000,Balanced,2025-04-19,18,Rent,Flipkart,19856.88,Credit Card,Mobile,0,0,0,1,0,4,10,1
6175,197,41,25000,Aggressive,2025-06-26,14,Travel,Swiggy,8722.22,UPI,Mobile,0,0,1,0,0,3,8,1
6176,226,20,35000,Aggressive,2025-08-01,0,Groceries,BigBasket,1035.3,UPI,Mobile,1,1,0,1,1,5,0,0
6177,373,43,15000,Conservative,2025-04-10,5,EMI,Groww,7036.86,UPI,Mobile,0,0,0,1,0,2,9,0
6178,473,34,50000,Conservative,2025-07-13,9,Food Delivery,Amazon,674.66,Credit Card,Desktop,0,0,0,0,1,6,0,0
6179,137,44,50000,Balanced,2025-11-07,0,Fashion,Netflix,2715.64,UPI,Mobile,0,1,0,1,0,1,3,1
6180,13,38,35000,Conservative,2025-04-21,12,Utilities,Croma,1928.79,UPI,Desktop,0,0,0,1,0,3,1,0
6181,260,34,35000,Balanced,2025-10-26,9,Travel,Paytm,13280.34,UPI,Mobile,0,0,0,0,0,5,7,0
6182,289,24,35000,Aggressive,2025-12-03,17,Fashion,Netflix,1672.85,UPI,Mobile,1,0,1,1,0,5,0,0
6183,33,22,50000,Balanced,2025-10-11,10,Entertainment,Zomato,702.88,UPI,Mobile,0,0,1,0,0,6,0,0
6184,40,21,75000,Conservative,2025-03-30,19,Travel,Netflix,7027.57,Cash,Mobile,0,0,0,1,0,2,1,0
6185,184,18,35000,Balanced,2025-08-19,7,Education,PhonePe,3197.05,UPI,Mobile,0,0,0,0,0,10,1,0
6186,412,32,35000,Conservative,2025-12-13,15,Travel,Flipkart,4058.38,Debit Card,Mobile,0,0,1,0,0,5,2,0
6187,277,25,50000,Balanced,2025-12-03,18,Utilities,BigBasket,2617.94,UPI,Mobile,1,0,0,0,0,10,1,0
6188,170,39,50000,Aggressive,2025-12-13,23,Rent,Groww,18398.37,UPI,Mobile,0,1,0,0,0,4,9,1
6189,123,39,50000,Balanced,2025-09-11,20,Rent,Croma,10116.51,Credit Card,Desktop,0,0,1,1,0,6,6,1
6190,357,43,35000,Conservative,2025-05-24,8,Electronics,Myntra,11787.26,UPI,Mobile,0,0,1,1,0,3,8,1
6191,33,22,50000,Balanced,2025-12-01,16,Education,Flipkart,1911.33,BNPL,Mobile,1,0,0,0,0,3,3,0
6192,108,31,75000,Conservative,2025-01-21,5,Food Delivery,PhonePe,350.02,UPI,Mobile,0,0,1,1,0,10,0,0
6193,75,40,25000,Conservative,2025-01-31,6,Education,BigBasket,4549.29,Credit Card,Mobile,0,0,0,1,0,5,3,0
6194,412,32,35000,Conservative,2025-12-24,13,Food Delivery,Swiggy,194.25,UPI,Mobile,0,0,0,0,0,2,0,0
6195,61,28,25000,Conservative,2025-09-05,5,Fashion,Flipkart,3620.86,BNPL,Mobile,1,0,0,0,0,3,7,1
6196,10,32,35000,Balanced,2025-05-27,23,Rent,Flipkart,20468.23,UPI,Mobile,0,1,0,0,0,7,10,0
6197,38,27,35000,Conservative,2025-09-30,21,Entertainment,Flipkart,1008.99,Credit Card,Desktop,0,0,0,1,0,8,0,0
6198,487,28,50000,Aggressive,2025-11-27,12,Fashion,Zomato,1846.31,Credit Card,Desktop,0,0,0,1,0,2,2,1
6199,274,35,15000,Balanced,2025-04-23,16,Rent,Croma,4634.96,Debit Card,Mobile,0,0,0,0,1,2,6,0
6200,301,43,75000,Conservative,2025-01-01,2,Investment,BigBasket,4044.1,UPI,Mobile,1,1,0,0,0,5,1,0
6201,15,26,15000,Conservative,2025-09-01,13,Groceries,Croma,1067.44,UPI,Mobile,1,0,0,1,0,2,1,0
6202,112,37,15000,Conservative,2025-08-15,17,Fashion,Netflix,2356.38,UPI,Mobile,0,0,1,0,0,4,5,1
6203,391,31,15000,Balanced,2025-11-12,2,Groceries,Uber,753.82,Credit Card,Mobile,0,1,0,0,0,7,1,0
6204,418,25,75000,Balanced,2025-06-14,7,Rent,Groww,15229.69,Debit Card,Mobile,0,0,1,0,1,2,6,1
6205,135,22,50000,Balanced,2025-07-06,10,Utilities,Paytm,1082.28,UPI,Mobile,0,0,0,0,0,8,0,0
6206,337,25,15000,Balanced,2025-06-21,15,Electronics,Zomato,14213.48,Debit Card,Desktop,0,0,0,0,1,2,10,1
6207,104,27,50000,Aggressive,2025-09-22,5,Entertainment,PhonePe,908.19,Credit Card,Mobile,0,0,1,1,1,3,2,1
6208,182,36,100000,Balanced,2025-04-26,7,Utilities,Netflix,2162.51,UPI,Mobile,0,0,0,1,0,6,0,0
6209,330,34,35000,Balanced,2025-06-20,5,Food Delivery,Uber,511.37,Credit Card,Mobile,0,0,0,0,0,6,0,0
6210,272,32,35000,Balanced,2025-11-15,16,Utilities,Groww,2446.37,Debit Card,Mobile,0,0,0,1,0,10,1,0
6211,131,18,35000,Balanced,2025-09-30,15,Food Delivery,Swiggy,593.56,Credit Card,Desktop,0,0,1,1,0,3,2,1
6212,392,36,75000,Aggressive,2025-10-01,13,Electronics,Amazon,14920.86,UPI,Desktop,1,0,0,0,0,3,5,1
6213,93,31,75000,Conservative,2025-10-05,4,Electronics,Groww,11803.26,Debit Card,Mobile,1,0,0,1,0,4,5,1
6214,121,26,50000,Conservative,2025-03-05,11,Entertainment,Flipkart,956.95,Credit Card,Mobile,1,0,1,0,1,4,2,1
6215,337,25,15000,Balanced,2025-10-04,23,Electronics,BigBasket,6434.2,Debit Card,Mobile,1,1,1,1,0,1,10,1
6216,296,32,35000,Balanced,2025-08-16,9,Health,Swiggy,3084.62,Cash,Mobile,0,0,0,0,0,5,1,0
6217,353,40,50000,Balanced,2025-12-01,17,Entertainment,Zomato,781.38,UPI,Mobile,1,0,1,1,0,5,0,0
6218,416,41,35000,Balanced,2025-04-30,2,Groceries,Groww,1399.34,Credit Card,Mobile,0,1,1,0,0,4,2,1
6219,410,35,25000,Conservative,2025-07-08,23,Groceries,BigBasket,858.61,BNPL,Mobile,0,1,0,0,0,2,5,1
6220,383,42,35000,Conservative,2025-01-31,9,EMI,Uber,5568.49,UPI,Mobile,0,0,0,1,0,10,3,0
6221,387,42,35000,Balanced,2025-09-11,8,Investment,BigBasket,2938.26,BNPL,Mobile,0,0,0,1,0,4,4,0
6222,416,41,35000,Balanced,2025-04-20,22,Electronics,Zomato,10589.2,UPI,Mobile,0,1,0,0,0,2,8,1
6223,308,25,50000,Aggressive,2025-05-13,9,Entertainment,Swiggy,347.29,Credit Card,Mobile,0,0,0,0,1,3,2,1
6224,300,23,25000,Balanced,2025-01-18,10,Health,Myntra,1934.84,Debit Card,Mobile,0,0,0,1,0,10,1,0
6225,256,41,75000,Conservative,2025-08-15,13,Electronics,Zomato,15145.01,Credit Card,Desktop,0,0,0,0,0,5,6,1
6226,223,32,15000,Conservative,2025-06-04,21,Utilities,Flipkart,1511.63,UPI,Mobile,1,0,0,1,1,3,2,0
6227,383,42,35000,Conservative,2025-02-23,14,Education,BigBasket,920.78,Credit Card,Mobile,0,0,0,0,1,8,0,0
6228,233,32,35000,Conservative,2025-09-30,13,Investment,Zomato,1791.86,UPI,Mobile,0,0,1,1,0,1,1,0
6229,316,19,35000,Balanced,2025-04-02,8,Entertainment,Paytm,1060.72,UPI,Mobile,1,0,0,1,0,2,0,0
6230,336,40,25000,Conservative,2025-11-17,9,Education,Groww,3350.23,UPI,Desktop,0,0,0,1,0,9,2,0
6231,161,40,50000,Conservative,2025-11-27,18,Travel,Amazon,2009.97,Debit Card,Mobile,0,0,0,0,0,7,0,0
6232,474,32,35000,Balanced,2025-06-15,13,Electronics,Flipkart,17976.95,Cash,Mobile,0,0,1,0,0,9,10,1
6233,170,39,50000,Aggressive,2025-06-27,6,Investment,BigBasket,5220.38,Credit Card,Mobile,0,0,0,0,0,7,2,0
6234,249,25,35000,Balanced,2025-12-10,20,Fashion,Groww,1219.75,Debit Card,Tablet,0,0,0,0,0,3,0,0
6235,391,31,15000,Balanced,2025-11-29,16,EMI,Croma,7528.01,Credit Card,Desktop,0,0,0,0,0,4,10,1
6236,424,34,25000,Conservative,2025-06-22,14,Electronics,Netflix,7915.47,Credit Card,Tablet,0,0,0,1,0,6,8,1
6237,60,23,25000,Balanced,2025-06-21,3,Education,Groww,2459.7,Debit Card,Mobile,0,0,0,0,1,10,1,0
6238,187,29,15000,Conservative,2025-11-12,2,Travel,Groww,16141.12,UPI,Mobile,0,1,0,0,1,10,10,0
6239,423,34,35000,Balanced,2025-12-03,11,Education,Myntra,2078.26,UPI,Mobile,1,0,0,1,0,3,1,0
6240,88,30,35000,Aggressive,2025-02-19,23,Food Delivery,PhonePe,277.01,Credit Card,Mobile,0,1,0,0,1,1,2,1
6241,463,19,25000,Aggressive,2025-08-21,22,Investment,Groww,5930.76,Credit Card,Mobile,0,1,0,1,1,3,6,1
6242,233,32,35000,Conservative,2025-07-03,8,Electronics,Zomato,11193.14,Debit Card,Mobile,1,0,1,0,0,6,8,1
6243,273,34,75000,Balanced,2025-10-09,4,EMI,Groww,3992.95,UPI,Mobile,0,0,0,1,0,8,1,0
6244,279,44,35000,Aggressive,2025-06-24,23,Food Delivery,Uber,467.52,UPI,Mobile,0,1,0,1,1,2,2,1
6245,387,42,35000,Balanced,2025-08-19,20,Health,Groww,2523.33,Credit Card,Mobile,0,0,1,1,0,6,1,0
6246,478,29,15000,Aggressive,2025-02-06,8,EMI,PhonePe,1966.08,Credit Card,Mobile,0,0,0,1,0,2,2,0
6247,87,39,25000,Aggressive,2025-02-20,11,Travel,Myntra,7267.6,Debit Card,Mobile,0,0,0,1,0,9,5,0
6248,481,37,35000,Conservative,2025-07-27,13,EMI,Zomato,3474.46,UPI,Mobile,0,0,0,1,0,7,1,0
6249,412,32,35000,Conservative,2025-02-10,1,Education,Amazon,2769.9,UPI,Mobile,0,1,0,0,1,5,1,0
6250,170,39,50000,Aggressive,2025-10-18,4,Groceries,Uber,1431.6,UPI,Mobile,0,0,0,0,0,7,0,0
6251,435,33,50000,Conservative,2025-09-06,12,Electronics,Groww,9540.5,Debit Card,Mobile,0,0,0,0,0,8,3,0
6252,262,43,25000,Balanced,2025-05-15,7,Investment,Myntra,9593.16,Credit Card,Mobile,0,0,0,0,0,4,9,1
6253,252,44,100000,Balanced,2025-09-18,10,Entertainment,PhonePe,1074.45,Debit Card,Mobile,0,0,0,0,0,10,0,0
6254,92,34,15000,Aggressive,2025-05-28,14,Fashion,Flipkart,2704.43,UPI,Desktop,0,0,0,0,0,2,5,1
6255,280,42,75000,Conservative,2025-01-31,13,Health,Myntra,2572.7,UPI,Mobile,0,0,1,0,0,10,0,0
6256,211,44,35000,Conservative,2025-05-26,18,Food Delivery,Amazon,435.69,Debit Card,Mobile,0,0,0,1,0,1,0,0
6257,107,18,15000,Conservative,2025-09-03,8,EMI,Amazon,2429.05,Credit Card,Mobile,1,0,1,1,1,9,5,1
